workload_label,workload_kind,trace_name,algorithm,allocation_policy,memory_frames,repetition_id,process_id,t_isolated_ms,t_shared_ms,slowdown,page_faults,replacements,disk_reads,disk_writes
trace-driven,trace,sample_trace,FIFO,GlobalAllocation,8,2,1,0.0032,0.0036,1.125,3,,,
trace-driven,trace,sample_trace,FIFO,GlobalAllocation,8,3,0,0.0032,0.0034,1.0625,2,,,
trace-driven,trace,sample_trace,FIFO,GlobalAllocation,8,3,1,0.003,0.0035,1.1666666666666667,3,,,
trace-driven,trace,sample_trace,FIFO,GlobalAllocation,8,4,0,0.0024,0.0031,1.2916666666666667,2,,,
trace-driven,trace,sample_trace,FIFO,GlobalAllocation,8,4,1,0.0032,0.0037,1.15625,3,,,
trace-driven,trace,sample_trace,FIFO,GlobalAllocation,8,5,0,0.0025,0.0026,1.04,2,,,
trace-driven,trace,sample_trace,FIFO,GlobalAllocation,8,5,1,0.003,0.0036,1.2,3,,,
trace-driven,trace,sample_trace,FIFO,GlobalAllocation,8,6,0,0.0028,0.0027,0.9642857142857143,2,,,
trace-driven,trace,sample_trace,FIFO,GlobalAllocation,8,6,1,0.0029,0.003,1.0344827586206897,3,,,
trace-driven,trace,sample_trace,FIFO,GlobalAllocation,8,7,0,0.0027,0.0029,1.0740740740740742,2,,,
trace-driven,trace,sample_trace,FIFO,GlobalAllocation,8,7,1,0.0028,0.0039,1.3928571428571428,3,,,
trace-driven,trace,sample_trace,FIFO,LocalAllocation,8,0,0,0.0029,0.0033,1.1379310344827587,2,0,2,0
trace-driven,trace,sample_trace,FIFO,LocalAllocation,8,0,1,0.003,0.0027,0.9,3,0,3,0
trace-driven,trace,sample_trace,FIFO,LocalAllocation,8,1,0,0.0022,0.0027,1.2272727272727273,2,0,2,0
trace-driven,trace,sample_trace,FIFO,LocalAllocation,8,1,1,0.0027,0.0022,0.8148148148148148,3,0,3,0
trace-driven,trace,sample_trace,FIFO,LocalAllocation,8,2,0,0.0026,0.0024,0.9230769230769231,2,0,2,0
trace-driven,trace,sample_trace,FIFO,LocalAllocation,8,2,1,0.0028,0.0026,0.9285714285714286,3,0,3,0
trace-driven,trace,sample_trace,FIFO,LocalAllocation,8,3,0,0.0023,0.0023,1.0,2,0,2,0
trace-driven,trace,sample_trace,FIFO,LocalAllocation,8,3,1,0.0028,0.0021,0.75,3,0,3,0
trace-driven,trace,sample_trace,FIFO,LocalAllocation,8,4,0,0.0023,0.0025,1.0869565217391304,2,0,2,0
trace-driven,trace,sample_trace,FIFO,LocalAllocation,8,4,1,0.0026,0.0021,0.8076923076923077,3,0,3,0
trace-driven,trace,sample_trace,FIFO,LocalAllocation,8,5,0,0.0023,0.0024,1.0434782608695652,2,0,2,0
trace-driven,trace,sample_trace,FIFO,LocalAllocation,8,5,1,0.0027,0.0019,0.7037037037037037,3,0,3,0
trace-driven,trace,sample_trace,FIFO,LocalAllocation,8,6,0,0.0023,0.0023,1.0,2,0,2,0
trace-driven,trace,sample_trace,FIFO,LocalAllocation,8,6,1,0.0026,0.0021,0.8076923076923077,3,0,3,0
trace-driven,trace,sample_trace,FIFO,LocalAllocation,8,7,0,0.0022,0.0021,0.9545454545454546,2,0,2,0
trace-driven,trace,sample_trace,FIFO,LocalAllocation,8,7,1,0.0026,0.002,0.7692307692307693,3,0,3,0
trace-driven,trace,sample_trace,FIFO,ProportionalAllocation,8,0,0,0.0026,0.0027,1.0384615384615385,2,0,2,0
trace-driven,trace,sample_trace,FIFO,ProportionalAllocation,8,0,1,0.0028,0.0023,0.8214285714285714,3,0,3,0
trace-driven,trace,sample_trace,FIFO,ProportionalAllocation,8,1,0,0.0025,0.0023,0.92,2,0,2,0
trace-driven,trace,sample_trace,FIFO,ProportionalAllocation,8,1,1,0.0027,0.0023,0.8518518518518519,3,0,3,0
trace-driven,trace,sample_trace,FIFO,ProportionalAllocation,8,2,0,0.0022,0.0024,1.0909090909090908,2,0,2,0
trace-driven,trace,sample_trace,FIFO,ProportionalAllocation,8,2,1,0.0026,0.0022,0.8461538461538461,3,0,3,0
trace-driven,trace,sample_trace,FIFO,ProportionalAllocation,8,3,0,0.0023,0.0021,0.9130434782608695,2,0,2,0
trace-driven,trace,sample_trace,FIFO,ProportionalAllocation,8,3,1,0.0027,0.002,0.7407407407407407,3,0,3,0
trace-driven,trace,sample_trace,FIFO,ProportionalAllocation,8,4,0,0.0032,0.0033,1.03125,2,0,2,0
trace-driven,trace,sample_trace,FIFO,ProportionalAllocation,8,4,1,0.0035,0.0029,0.8285714285714286,3,0,3,0
trace-driven,trace,sample_trace,FIFO,ProportionalAllocation,8,5,0,0.0022,0.0021,0.9545454545454546,2,0,2,0
trace-driven,trace,sample_trace,FIFO,ProportionalAllocation,8,5,1,0.0033,0.0019,0.5757575757575758,3,0,3,0
